CustomerID,Recency,Frequency,Monetary,KMeans_Cluster,Segment
13212,20,3,527.48,1,Potential Loyalists
13213,57,5,1197.28,3,Loyal Customers
13216,268,1,10.5,2,At-Risk Spenders
13217,122,1,52.02,4,Lost Customers
13218,127,1,56.76,4,Lost Customers
13220,78,4,506.04,1,Potential Loyalists
13221,240,2,570.71,2,At-Risk Spenders
13223,200,1,62.4,2,At-Risk Spenders
13224,60,2,1807.92,1,Potential Loyalists
13226,273,1,85.51,2,At-Risk Spenders
13227,202,1,257.7,2,At-Risk Spenders
13229,226,1,123.15,2,At-Risk Spenders
13230,4,14,2036.45,0,Champions
13232,13,7,969.91,3,Loyal Customers
13233,74,2,477.2,1,Potential Loyalists
13235,212,1,870.57,2,At-Risk Spenders
13236,25,2,592.33,1,Potential Loyalists
13238,23,3,493.68,1,Potential Loyalists
13239,262,1,292.12,2,At-Risk Spenders
13240,96,4,616.7,1,Potential Loyalists
13242,112,3,270.40000000000003,1,Potential Loyalists
13243,203,1,480.02000000000004,2,At-Risk Spenders
13244,93,1,94.79,4,Lost Customers
13245,51,1,259.85,4,Lost Customers
13246,18,6,818.53,3,Loyal Customers
13247,18,4,474.72,1,Potential Loyalists
13248,125,2,434.21,1,Potential Loyalists
13249,93,1,82.23,4,Lost Customers
13253,157,2,380.15999999999997,1,Potential Loyalists
13255,9,2,198.46,4,Lost Customers
13258,12,3,483.73,1,Potential Loyalists
13259,62,1,249.18,4,Lost Customers
13260,61,1,82.32000000000001,4,Lost Customers
13261,269,2,670.5,2,At-Risk Spenders
13262,263,1,132.29,2,At-Risk Spenders
13263,1,34,6705.86,0,Champions
13265,53,5,1232.52,3,Loyal Customers
13266,11,12,2290.61,0,Champions
13267,3,18,3704.69,0,Champions
13268,18,10,2807.06,0,Champions
13269,1,15,4350.16,0,Champions
13271,37,1,211.49,4,Lost Customers
13272,31,2,205.66000000000003,4,Lost Customers
13273,113,1,128.54,4,Lost Customers
13276,64,2,462.98,1,Potential Loyalists
13277,16,3,159.4,4,Lost Customers
13278,41,1,459.86,1,Potential Loyalists
13279,78,1,137.75,4,Lost Customers
13280,122,3,723.45,1,Potential Loyalists
13282,18,3,726.94,1,Potential Loyalists
13283,60,2,93.66,4,Lost Customers
13284,331,1,148.74,2,At-Risk Spenders
13285,23,4,2566.02,3,Loyal Customers
13291,156,1,338.41,4,Lost Customers
13292,39,2,418.45,1,Potential Loyalists
13294,190,2,726.39,1,Potential Loyalists
13295,360,1,168.3,2,At-Risk Spenders
13296,137,1,53.4,4,Lost Customers
13297,8,4,1641.59,3,Loyal Customers
13298,1,1,90.0,4,Lost Customers
13299,268,1,82.80000000000001,2,At-Risk Spenders
13300,169,1,371.89,2,At-Risk Spenders
13301,104,4,507.74,1,Potential Loyalists
13304,351,1,244.85000000000002,2,At-Risk Spenders
13305,4,10,1000.21,3,Loyal Customers
13307,120,1,15.0,4,Lost Customers
13308,23,3,1092.43,1,Potential Loyalists
13309,7,5,1389.78,3,Loyal Customers
13310,28,3,1015.73,1,Potential Loyalists
13311,4,2,408.82000000000005,1,Potential Loyalists
13313,22,5,1475.1200000000001,3,Loyal Customers
13314,2,3,666.69,1,Potential Loyalists
13316,37,4,580.49,1,Potential Loyalists
13317,66,6,1781.8300000000002,3,Loyal Customers
13318,1,3,379.53999999999996,1,Potential Loyalists
13319,5,26,9305.39,0,Champions
13320,78,4,1532.2,3,Loyal Customers
13321,86,1,259.04,4,Lost Customers
13322,17,1,199.48000000000002,4,Lost Customers
13323,3,5,583.85,3,Loyal Customers
13324,36,8,1036.95,3,Loyal Customers
13325,82,1,471.3,1,Potential Loyalists
13327,39,8,2690.07,3,Loyal Customers
13328,316,1,235.68,2,At-Risk Spenders
13329,32,2,312.48,1,Potential Loyalists
13330,93,3,961.38,1,Potential Loyalists
13332,14,1,338.4,4,Lost Customers
13334,82,3,3139.07,3,Loyal Customers
13336,77,1,752.8000000000001,1,Potential Loyalists
13338,158,1,316.47,2,At-Risk Spenders
13339,201,1,664.42,2,At-Risk Spenders
13340,45,6,2161.56,3,Loyal Customers
13341,261,1,603.55,2,At-Risk Spenders
13343,178,1,290.93,2,At-Risk Spenders
13344,68,3,1684.29,3,Loyal Customers
13345,288,1,299.70000000000005,2,At-Risk Spenders
13347,70,1,148.79999999999998,4,Lost Customers
13348,64,1,233.76,4,Lost Customers
13349,11,1,197.32,4,Lost Customers
13350,16,2,652.77,1,Potential Loyalists
13351,66,1,323.94,4,Lost Customers
13352,60,1,316.17999999999995,4,Lost Customers
13354,71,1,684.91,1,Potential Loyalists
13355,122,1,516.0,1,Potential Loyalists
13356,80,1,548.59,1,Potential Loyalists
13357,257,1,491.6,2,At-Risk Spenders
13358,269,1,304.71,2,At-Risk Spenders
13359,64,1,307.06,4,Lost Customers
13362,9,4,2686.64,3,Loyal Customers
13363,18,2,834.89,1,Potential Loyalists
13364,71,1,134.95999999999998,4,Lost Customers
13365,34,2,1718.8700000000001,1,Potential Loyalists
13368,257,2,430.18,2,At-Risk Spenders
13369,366,1,198.38000000000002,2,At-Risk Spenders
13370,372,1,604.75,2,At-Risk Spenders
13372,90,1,290.04,4,Lost Customers
13373,61,3,2726.17,3,Loyal Customers
13375,89,1,607.1800000000001,1,Potential Loyalists
13376,99,3,834.3100000000001,1,Potential Loyalists
13379,26,3,521.36,1,Potential Loyalists
13381,32,6,3045.75,3,Loyal Customers
13382,281,1,197.14000000000001,2,At-Risk Spenders
13384,31,7,2877.66,3,Loyal Customers
13385,330,1,403.07,2,At-Risk Spenders
13388,131,2,505.45,1,Potential Loyalists
13389,11,3,700.66,1,Potential Loyalists
13390,75,1,304.68,4,Lost Customers
13394,2,8,1999.09,3,Loyal Customers
13395,185,1,251.28,2,At-Risk Spenders
13396,29,2,936.69,1,Potential Loyalists
13397,73,4,1118.81,3,Loyal Customers
13398,192,1,383.57,2,At-Risk Spenders
13402,127,2,587.23,1,Potential Loyalists
13403,18,1,30.0,4,Lost Customers
13404,1,2,252.49,1,Potential Loyalists
13405,74,3,363.351,1,Potential Loyalists
13408,2,52,9337.800000000001,0,Champions
13410,24,4,588.34,1,Potential Loyalists
13411,107,1,203.60000000000002,4,Lost Customers
13414,134,2,568.5,1,Potential Loyalists
13416,44,2,576.5,1,Potential Loyalists
13417,5,2,290.48,1,Potential Loyalists
13418,12,18,4699.71,0,Champions
13419,64,1,221.06,4,Lost Customers
13420,150,2,87.6,4,Lost Customers
13421,40,2,1567.04,1,Potential Loyalists
13422,64,1,2292.0,1,Potential Loyalists
13425,108,3,1057.45,1,Potential Loyalists
13426,1,10,3007.02,0,Champions
13427,19,3,445.34,1,Potential Loyalists
13428,10,1,168.38,4,Lost Customers
13429,11,4,816.69,3,Loyal Customers
13430,19,2,574.25,1,Potential Loyalists
13431,67,2,814.8,1,Potential Loyalists
13434,74,2,179.04000000000002,4,Lost Customers
13435,5,7,1894.06,3,Loyal Customers
13436,2,1,113.53999999999999,4,Lost Customers
13437,14,7,2384.36,3,Loyal Customers
13439,255,1,273.27,2,At-Risk Spenders
13441,92,1,195.36,4,Lost Customers
13447,23,3,1026.69,1,Potential Loyalists
13448,17,6,3027.5,3,Loyal Customers
13449,24,1,291.88,4,Lost Customers
13450,27,6,1272.48,3,Loyal Customers
13451,26,5,2608.66,3,Loyal Customers
13453,166,2,245.57999999999998,2,At-Risk Spenders
13455,25,2,660.19,1,Potential Loyalists
13456,18,5,1180.1200000000001,3,Loyal Customers
13458,7,14,7396.57,0,Champions
13460,29,2,183.44,4,Lost Customers
13461,39,3,329.8,1,Potential Loyalists
13462,253,1,135.0,2,At-Risk Spenders
13464,58,1,606.73,1,Potential Loyalists
13466,184,1,197.70000000000002,2,At-Risk Spenders
13467,11,2,860.01,1,Potential Loyalists
13468,2,37,3762.89,0,Champions
13470,99,2,165.0,4,Lost Customers
13471,1,4,2210.64,3,Loyal Customers
13473,61,2,326.96,1,Potential Loyalists
13474,236,1,185.24,2,At-Risk Spenders
13475,191,4,1115.66,1,Potential Loyalists
13476,179,2,697.67,1,Potential Loyalists
13477,38,6,1249.8899999999999,3,Loyal Customers
13479,201,2,261.15,2,At-Risk Spenders
13481,46,5,1680.26,3,Loyal Customers
13482,232,1,184.64,2,At-Risk Spenders
13483,66,1,140.34,4,Lost Customers
13484,241,1,202.5,2,At-Risk Spenders
13485,233,1,394.44,2,At-Risk Spenders
13486,78,3,999.55,1,Potential Loyalists
13487,58,3,361.1,1,Potential Loyalists
13488,17,13,6585.43,0,Champions
13489,105,3,175.44,4,Lost Customers
13491,52,10,943.34,3,Loyal Customers
13492,136,3,729.24,1,Potential Loyalists
13493,287,1,14.850000000000001,2,At-Risk Spenders
13494,312,1,296.1,2,At-Risk Spenders
13495,8,5,1716.07,3,Loyal Customers
13496,11,2,563.63,1,Potential Loyalists
13497,283,2,348.05,2,At-Risk Spenders
13499,18,5,609.09,3,Loyal Customers
13500,23,3,1010.8,1,Potential Loyalists
13501,288,1,844.72,2,At-Risk Spenders
13502,17,3,272.1,1,Potential Loyalists
13503,71,1,192.95,4,Lost Customers
13504,64,1,260.48,4,Lost Customers
13505,73,4,3042.26,3,Loyal Customers
13506,316,2,379.45,2,At-Risk Spenders
13507,3,4,1991.61,3,Loyal Customers
13508,244,1,66.42,2,At-Risk Spenders
13509,9,5,662.6800000000001,3,Loyal Customers
13510,1,4,1565.02,3,Loyal Customers
13512,261,1,228.51000000000002,2,At-Risk Spenders
13513,127,1,132.6,4,Lost Customers
13514,74,1,152.20000000000002,4,Lost Customers
13515,73,4,833.82,3,Loyal Customers
13516,73,2,607.91,1,Potential Loyalists
13517,60,3,1839.49,3,Loyal Customers
13518,86,1,535.4399999999999,1,Potential Loyalists
13519,78,1,78.95,4,Lost Customers
13520,59,6,1582.45,3,Loyal Customers
13521,1,3,978.1800000000001,1,Potential Loyalists
13522,30,1,125.80000000000001,4,Lost Customers
13523,33,5,2181.58,3,Loyal Customers
13524,41,5,580.94,3,Loyal Customers
13525,15,1,90.0,4,Lost Customers
13527,34,7,1878.75,3,Loyal Customers
13529,79,2,206.06,4,Lost Customers
13531,205,2,357.7,2,At-Risk Spenders
13532,34,1,210.31,4,Lost Customers
13533,183,3,245.23999999999998,2,At-Risk Spenders
13534,2,24,5186.38,0,Champions
13536,1,7,2451.61,3,Loyal Customers
13538,43,5,699.45,3,Loyal Customers
13539,86,3,446.52,1,Potential Loyalists
13544,40,2,205.91,4,Lost Customers
13546,12,3,547.39,1,Potential Loyalists
13548,96,2,508.59000000000003,1,Potential Loyalists
13549,26,7,793.85,3,Loyal Customers
13551,319,1,53.550000000000004,2,At-Risk Spenders
13552,66,12,2227.55,0,Champions
13555,74,4,2159.94,3,Loyal Customers
13557,28,2,524.06,1,Potential Loyalists
13558,6,4,550.57,1,Potential Loyalists
13560,7,1,171.42000000000002,4,Lost Customers
13561,216,1,39.01,2,At-Risk Spenders
13562,82,3,1459.6100000000001,3,Loyal Customers
13563,84,2,375.13,1,Potential Loyalists
13564,354,2,868.59,2,At-Risk Spenders
13565,19,2,240.22,1,Potential Loyalists
13566,41,2,846.89,1,Potential Loyalists
13568,173,1,169.20000000000002,2,At-Risk Spenders
13569,17,2,267.72,1,Potential Loyalists
13570,243,1,211.64,2,At-Risk Spenders
13571,13,12,2013.89,0,Champions
13572,206,1,590.9300000000001,2,At-Risk Spenders
13573,50,2,233.96,4,Lost Customers
13575,23,5,674.5699999999999,3,Loyal Customers
13576,10,17,1797.66,0,Champions
13577,25,4,1353.5,3,Loyal Customers
13579,15,2,321.29,1,Potential Loyalists
13581,309,1,56.95,2,At-Risk Spenders
13583,156,1,691.05,1,Potential Loyalists
13584,307,1,75.75,2,At-Risk Spenders
13587,64,1,168.0,4,Lost Customers
13588,16,9,2331.81,3,Loyal Customers
13589,15,2,256.05,1,Potential Loyalists
13590,11,6,1417.5,3,Loyal Customers
13591,65,3,809.58,1,Potential Loyalists
13592,36,3,159.51,4,Lost Customers
13593,108,5,1471.93,3,Loyal Customers
13594,53,1,396.97,1,Potential Loyalists
13596,6,2,586.91,1,Potential Loyalists
13598,47,1,113.94,4,Lost Customers
13599,1,21,3836.91,0,Champions
13600,312,1,66.52,2,At-Risk Spenders
13601,45,2,663.08,1,Potential Loyalists
13602,65,1,398.65000000000003,1,Potential Loyalists
13603,26,1,129.44,4,Lost Customers
13606,29,2,148.43,4,Lost Customers
13607,40,1,563.0600000000001,1,Potential Loyalists
13610,12,7,850.48,3,Loyal Customers
13611,89,3,956.76,1,Potential Loyalists
13614,24,4,1060.3600000000001,3,Loyal Customers
13615,319,1,385.89,2,At-Risk Spenders
13617,40,3,444.04,1,Potential Loyalists
13618,174,1,154.54,2,At-Risk Spenders
13621,117,1,209.85,4,Lost Customers
13623,31,5,384.76,1,Potential Loyalists
13626,253,1,241.32999999999998,2,At-Risk Spenders
13627,59,5,1203.83,3,Loyal Customers
13629,143,1,281.01,4,Lost Customers
13630,5,7,866.94,3,Loyal Customers
13631,100,5,332.5,1,Potential Loyalists
13632,25,5,1764.3700000000001,3,Loyal Customers
13634,33,5,1130.31,3,Loyal Customers
13635,68,1,1031.43,1,Potential Loyalists
13636,37,5,720.83,3,Loyal Customers
13637,52,3,735.05,1,Potential Loyalists
13638,16,1,97.14,4,Lost Customers
13639,74,1,646.34,1,Potential Loyalists
13642,216,1,226.03,2,At-Risk Spenders
13643,31,3,468.44,1,Potential Loyalists
13644,16,4,1979.0900000000001,3,Loyal Customers
13645,120,1,30.599999999999998,4,Lost Customers
13647,10,4,1134.52,3,Loyal Customers
13649,257,2,333.85,2,At-Risk Spenders
13650,17,6,1567.29,3,Loyal Customers
13651,40,1,63.3,4,Lost Customers
13652,46,3,1003.64,1,Potential Loyalists
13654,43,6,2261.97,3,Loyal Customers
13655,114,2,753.22,1,Potential Loyalists
13656,165,2,319.79,1,Potential Loyalists
13657,11,2,321.0,1,Potential Loyalists
13658,10,5,1735.85,3,Loyal Customers
13659,206,2,1215.27,1,Potential Loyalists
13662,86,3,647.0600000000001,1,Potential Loyalists
13663,179,1,91.07,2,At-Risk Spenders
13666,60,3,67.65,4,Lost Customers
13667,149,1,252.20000000000002,4,Lost Customers
13668,3,21,4272.65,0,Champions
13669,51,2,160.2,4,Lost Customers
13670,75,1,333.2,4,Lost Customers
13672,301,2,186.39000000000001,2,At-Risk Spenders
13673,19,2,297.79,1,Potential Loyalists
13675,151,2,473.38,1,Potential Loyalists
13678,152,1,72.56,4,Lost Customers
13680,1,4,2109.54,3,Loyal Customers
13681,18,4,796.0300000000001,3,Loyal Customers
13682,187,1,34.0,2,At-Risk Spenders
13684,286,1,65.13,2,At-Risk Spenders
13685,3,4,20.92,4,Lost Customers
13686,183,1,72.0,2,At-Risk Spenders
13689,63,1,15.0,4,Lost Customers
13690,59,1,81.60000000000001,4,Lost Customers
13692,25,2,749.64,1,Potential Loyalists
13694,4,19,2576.61,0,Champions
13695,31,13,1616.53,0,Champions
13697,39,1,151.29999999999998,4,Lost Customers
13699,155,1,70.08000000000001,4,Lost Customers
13700,26,10,1840.13,3,Loyal Customers
13704,5,9,1817.8,3,Loyal Customers
13705,8,3,492.78000000000003,1,Potential Loyalists
13706,303,1,290.89,2,At-Risk Spenders
13707,267,2,581.36,2,At-Risk Spenders
13708,271,1,260.46,2,At-Risk Spenders
13709,4,13,4698.650000000001,0,Champions
13710,32,1,94.56,4,Lost Customers
13711,219,2,232.16000000000003,2,At-Risk Spenders
13712,247,1,88.2,2,At-Risk Spenders
13715,281,5,1016.25,2,At-Risk Spenders
13716,269,1,138.28,2,At-Risk Spenders
13717,32,6,1088.32,3,Loyal Customers
13718,246,2,242.4,2,At-Risk Spenders
13719,15,5,855.41,3,Loyal Customers
13720,117,4,685.8,1,Potential Loyalists
13721,36,1,470.94,1,Potential Loyalists
13722,132,3,2004.68,3,Loyal Customers
13723,217,1,150.10000000000002,2,At-Risk Spenders
13725,50,7,1203.52,3,Loyal Customers
13726,39,2,429.11999999999995,1,Potential Loyalists
13727,29,2,285.78000000000003,1,Potential Loyalists
13728,37,6,437.44,3,Loyal Customers
13730,136,2,522.55,1,Potential Loyalists
13731,219,2,511.59000000000003,2,At-Risk Spenders
13732,28,1,491.86,1,Potential Loyalists
13735,25,4,1969.29,3,Loyal Customers
13736,5,2,563.95,1,Potential Loyalists
13737,200,1,185.65,2,At-Risk Spenders
13739,18,1,125.10000000000001,4,Lost Customers
13740,241,1,234.71,2,At-Risk Spenders
13741,72,3,405.63,1,Potential Loyalists
13742,17,12,1895.66,0,Champions
13743,3,7,805.1999999999999,3,Loyal Customers
13744,95,2,916.26,1,Potential Loyalists
13745,162,1,241.35999999999999,2,At-Risk Spenders
13748,96,4,328.7,1,Potential Loyalists
13750,54,3,243.68,1,Potential Loyalists
13751,288,1,75.6,2,At-Risk Spenders
13752,124,6,712.84,3,Loyal Customers
13753,288,1,710.66,2,At-Risk Spenders
13754,152,2,129.6,4,Lost Customers
13755,4,9,1626.66,3,Loyal Customers
13756,2,13,2850.44,0,Champions
13758,12,7,1955.39,3,Loyal Customers
13759,33,2,439.59000000000003,1,Potential Loyalists
13760,54,2,286.79,1,Potential Loyalists
13761,50,2,974.65,1,Potential Loyalists
13762,219,1,133.2,2,At-Risk Spenders
13763,63,1,308.40000000000003,4,Lost Customers
13764,71,3,1350.6200000000001,1,Potential Loyalists
13767,2,36,7636.66,0,Champions
13769,2,10,2138.4700000000003,0,Champions
13771,64,4,2188.72,3,Loyal Customers
13772,34,3,1017.9300000000001,1,Potential Loyalists
13774,82,1,314.15000000000003,4,Lost Customers
13777,9,20,3343.69,0,Champions
13778,103,1,178.7,4,Lost Customers
13780,7,2,247.31,1,Potential Loyalists
13781,251,1,68.54,2,At-Risk Spenders
13782,13,6,763.42,3,Loyal Customers
13784,113,5,247.26,1,Potential Loyalists
13786,367,1,148.8,2,At-Risk Spenders
13787,76,2,231.55,4,Lost Customers
13790,4,1,236.84,4,Lost Customers
13792,66,2,183.05,4,Lost Customers
13798,8,24,2138.11,0,Champions
13799,117,2,649.06,1,Potential Loyalists
13800,310,1,486.62,2,At-Risk Spenders
13801,67,1,247.1,4,Lost Customers
13802,139,3,1068.52,1,Potential Loyalists
13803,255,1,277.07,2,At-Risk Spenders
13804,31,7,2256.49,3,Loyal Customers
13806,64,1,218.13000000000002,4,Lost Customers
13807,367,1,80.8,2,At-Risk Spenders
13808,6,5,1115.66,3,Loyal Customers
13809,305,1,60.300000000000004,2,At-Risk Spenders
13810,29,2,609.16,1,Potential Loyalists
13812,42,3,452.1,1,Potential Loyalists
13813,40,4,1050.26,3,Loyal Customers
13814,92,2,1334.22,1,Potential Loyalists
13815,22,4,3007.46,3,Loyal Customers
13816,24,2,420.42,1,Potential Loyalists
13817,29,2,328.98,1,Potential Loyalists
13819,302,3,624.75,2,At-Risk Spenders
13821,145,2,321.89,1,Potential Loyalists
13822,6,2,454.8,1,Potential Loyalists
13823,19,2,683.36,1,Potential Loyalists
13824,33,5,1171.86,3,Loyal Customers
13826,176,1,102.30000000000001,2,At-Risk Spenders
13827,58,3,237.65,1,Potential Loyalists
13828,22,1,168.45,4,Lost Customers
13831,16,4,522.63,1,Potential Loyalists
13832,19,1,52.199999999999996,4,Lost Customers
13833,159,1,225.45,4,Lost Customers
13835,25,4,692.37,3,Loyal Customers
13837,212,2,221.59,2,At-Risk Spenders
13838,6,4,510.67,1,Potential Loyalists
13842,59,9,2555.65,3,Loyal Customers
13844,11,1,345.12,4,Lost Customers
13845,65,1,157.86,4,Lost Customers
13846,25,3,733.16,1,Potential Loyalists
13849,52,2,1325.55,1,Potential Loyalists
13850,129,1,1478.98,1,Potential Loyalists
13851,96,3,1536.08,3,Loyal Customers
13853,57,1,547.3000000000001,1,Potential Loyalists
13854,9,24,2557.92,0,Champions
13856,169,3,120.3,2,At-Risk Spenders
13858,57,1,182.67,4,Lost Customers
13859,326,1,172.76000000000002,2,At-Risk Spenders
13860,1,5,1106.93,3,Loyal Customers
13862,18,8,2131.96,3,Loyal Customers
13863,248,1,264.88,2,At-Risk Spenders
13865,58,4,437.81,1,Potential Loyalists
13866,74,1,145.67000000000002,4,Lost Customers
13867,31,3,709.54,1,Potential Loyalists
13868,39,1,428.37,1,Potential Loyalists
13869,123,4,2446.95,3,Loyal Customers
13870,2,8,1713.04,3,Loyal Customers
13871,23,13,5070.75,0,Champions
13873,120,3,324.05,1,Potential Loyalists
13874,358,1,247.45000000000002,2,At-Risk Spenders
13875,54,5,1477.82,3,Loyal Customers
13876,64,1,98.80000000000001,4,Lost Customers
13877,86,1,17.4,4,Lost Customers
13878,55,1,1021.98,1,Potential Loyalists
13880,21,13,2927.18,0,Champions
13881,18,13,2902.56,0,Champions
13882,3,5,686.34,3,Loyal Customers
13883,11,5,2176.33,3,Loyal Customers
13884,7,4,670.45,3,Loyal Customers
13885,189,2,390.2,2,At-Risk Spenders
13886,71,1,218.56,4,Lost Customers
13887,204,1,293.95,2,At-Risk Spenders
13888,120,2,496.02,1,Potential Loyalists
13889,93,1,416.90000000000003,1,Potential Loyalists
13890,1,10,1807.46,3,Loyal Customers
13892,27,4,410.01,1,Potential Loyalists
13893,298,1,195.70000000000002,2,At-Risk Spenders
13894,24,2,430.55,1,Potential Loyalists
13895,28,4,2144.67,3,Loyal Customers
13897,50,1,311.16,4,Lost Customers
13898,326,1,138.93,2,At-Risk Spenders
13899,16,2,337.52,1,Potential Loyalists
13900,193,2,553.95,2,At-Risk Spenders
13901,72,5,2365.83,3,Loyal Customers
13904,37,2,332.64,1,Potential Loyalists
13908,80,4,1948.9,3,Loyal Customers
13911,144,8,1872.71,3,Loyal Customers
13914,12,2,604.83,1,Potential Loyalists
13917,50,2,252.14000000000001,1,Potential Loyalists
13918,50,2,565.1,1,Potential Loyalists
13919,59,2,331.86,1,Potential Loyalists
13922,352,1,81.6,2,At-Risk Spenders
13923,54,1,317.63,4,Lost Customers
13924,2,6,1544.05,3,Loyal Customers
13925,93,4,411.1,1,Potential Loyalists
13926,23,1,150.10000000000002,4,Lost Customers
13927,75,1,348.99,4,Lost Customers
13928,11,4,336.47,1,Potential Loyalists
13929,169,2,285.45,2,At-Risk Spenders
13930,58,2,337.34,1,Potential Loyalists
13931,96,2,956.13,1,Potential Loyalists
13932,295,1,195.8,2,At-Risk Spenders
13933,109,2,576.99,1,Potential Loyalists
13934,264,1,818.65,2,At-Risk Spenders
13936,180,1,369.74,2,At-Risk Spenders
13937,169,1,128.25,2,At-Risk Spenders
13938,35,1,71.66,4,Lost Customers
13939,23,3,466.37,1,Potential Loyalists
13940,17,4,648.5600000000001,3,Loyal Customers
13941,22,5,1389.88,3,Loyal Customers
13946,79,3,57.33,4,Lost Customers
13947,65,1,90.6,4,Lost Customers
13948,361,1,70.19999999999999,2,At-Risk Spenders
13949,3,6,2119.84,3,Loyal Customers
13950,11,4,437.65999999999997,1,Potential Loyalists
13951,176,3,504.09000000000003,1,Potential Loyalists
13952,218,2,2300.811,1,Potential Loyalists
13953,7,2,265.68,1,Potential Loyalists
13954,2,2,307.82,1,Potential Loyalists
13955,154,2,239.31,4,Lost Customers
13956,5,5,671.39,3,Loyal Customers
13959,79,3,508.59000000000003,1,Potential Loyalists
13960,21,2,230.22,4,Lost Customers
13962,22,2,82.1,4,Lost Customers
13963,308,4,469.02,2,At-Risk Spenders
13967,146,1,35.7,4,Lost Customers
13969,7,18,6473.63,0,Champions
13971,19,8,2502.56,3,Loyal Customers
13972,71,2,174.35,4,Lost Customers
13973,287,1,186.75,2,At-Risk Spenders
13974,49,1,413.59000000000003,1,Potential Loyalists
13975,31,6,2224.15,3,Loyal Customers
13976,207,1,227.96,2,At-Risk Spenders
13978,15,2,132.53,4,Lost Customers
13979,73,1,869.87,1,Potential Loyalists
13980,60,1,116.78,4,Lost Customers
13982,39,4,1424.6,3,Loyal Customers
13983,40,9,1277.8,3,Loyal Customers
13984,27,4,277.43,1,Potential Loyalists
13985,4,15,6863.2300000000005,0,Champions
13986,17,1,186.06,4,Lost Customers
13988,20,6,3170.07,3,Loyal Customers
13989,66,2,462.21,1,Potential Loyalists
13990,213,1,292.58,2,At-Risk Spenders
13991,12,6,721.84,3,Loyal Customers
13992,30,1,76.8,4,Lost Customers
13993,43,8,2127.26,3,Loyal Customers
13994,4,6,2002.19,3,Loyal Customers
13995,15,5,1308.99,3,Loyal Customers
13999,10,12,3506.81,0,Champions
14000,211,1,262.2,2,At-Risk Spenders
14001,46,3,828.0,1,Potential Loyalists
14002,134,2,368.59999999999997,1,Potential Loyalists
14004,43,7,2921.96,3,Loyal Customers
14005,10,5,1242.9,3,Loyal Customers
14006,116,3,503.6,1,Potential Loyalists
14009,198,2,646.8100000000001,2,At-Risk Spenders
14012,278,1,328.8,2,At-Risk Spenders
14013,110,3,435.58,1,Potential Loyalists
14014,77,1,304.42,4,Lost Customers
14015,53,1,607.62,1,Potential Loyalists
14016,162,4,2642.62,3,Loyal Customers
14019,47,3,991.01,1,Potential Loyalists
14020,17,2,573.86,1,Potential Loyalists
14021,155,3,495.7,1,Potential Loyalists
14022,225,1,396.8,2,At-Risk Spenders
14023,7,2,540.77,1,Potential Loyalists
14024,122,2,298.45,1,Potential Loyalists
14027,61,1,104.82,4,Lost Customers
14029,63,2,315.66,1,Potential Loyalists
14030,18,8,1594.7,3,Loyal Customers
14031,7,16,6164.41,0,Champions
14032,2,11,2173.0099999999998,0,Champions
14034,22,3,343.84,1,Potential Loyalists
14035,29,5,876.07,3,Loyal Customers
14036,285,1,451.25,2,At-Risk Spenders
14037,176,2,139.25,2,At-Risk Spenders
14038,78,3,1560.38,3,Loyal Customers
14039,33,1,82.6,4,Lost Customers
14040,41,12,1910.76,0,Champions
14041,266,1,141.41,2,At-Risk Spenders
14044,27,4,532.12,1,Potential Loyalists
14046,284,1,47.71,2,At-Risk Spenders
14047,9,4,580.2,1,Potential Loyalists
14048,305,1,399.85,2,At-Risk Spenders
14049,17,4,4584.74,3,Loyal Customers
14050,32,2,746.36,1,Potential Loyalists
14051,1,23,10378.01,0,Champions
14052,20,1,173.66,4,Lost Customers
14053,160,1,41.75,4,Lost Customers
14054,65,1,92.46,4,Lost Customers
14055,106,1,149.14,4,Lost Customers
14056,1,23,5869.21,0,Champions
14057,24,15,4100.97,0,Champions
14059,267,1,132.6,2,At-Risk Spenders
14060,5,16,2591.62,0,Champions
14062,10,9,2289.89,3,Loyal Customers
14064,29,5,783.75,3,Loyal Customers
14066,267,1,114.3,2,At-Risk Spenders
14067,64,2,275.04,1,Potential Loyalists
14068,320,1,248.85000000000002,2,At-Risk Spenders
14071,4,8,992.03,3,Loyal Customers
14073,32,1,151.04,4,Lost Customers
14075,5,3,728.54,1,Potential Loyalists
14076,129,1,101.72,4,Lost Customers
14077,41,5,354.05,1,Potential Loyalists
14078,102,6,936.7199999999999,3,Loyal Customers
14079,125,1,147.25,4,Lost Customers
14080,33,1,45.599999999999994,4,Lost Customers
14081,302,2,682.15,2,At-Risk Spenders
14082,365,1,127.05,2,At-Risk Spenders
14083,4,8,820.1,3,Loyal Customers
14085,2,18,3838.85,0,Champions
14087,3,1,185.17,4,Lost Customers
14088,10,12,15700.62,0,Champions
14089,57,1,111.05,4,Lost Customers
14092,8,14,3874.81,0,Champions
14093,12,1,411.9,1,Potential Loyalists
14096,4,17,36019.84,0,Champions
14098,37,1,147.35,4,Lost Customers
14099,16,11,2668.76,0,Champions
14100,138,1,144.25,4,Lost Customers
14101,295,1,2.95,2,At-Risk Spenders
14102,5,5,563.48,3,Loyal Customers
14104,166,1,69.71,4,Lost Customers
14105,239,1,1089.14,2,At-Risk Spenders
14107,52,7,2413.2200000000003,3,Loyal Customers
14108,31,2,544.36,1,Potential Loyalists
14109,73,1,144.2,4,Lost Customers
